strn	MC_b	MC_Tmin	MC_cc	MC_Tmax	MC_OGT	MC.RMSE
Colwellia Bg11-12	0.0860015116077646	258.076225998642	0.104758160724872	297.493605215293	11.8000000000001	1.40099412554194e-14
Colwellia Bg11-12	0.0774230862402518	256.439650337395	0.102904815907246	298.929854503286	12.5	2.46759399257145e-15
Colwellia Bg11-12	0.137506541316816	260.136001573486	0.034861134919018	304.63921371685	13.1	5.0876810486276e-16
Colwellia Bg11-12	0.0890792963316109	255.928273510336	0.061612228253289	301.575877138279	11.9	7.7715611723761e-16
Colwellia Bg11-12	0.0978925609006259	257.245597318554	0.0673299149792078	299.181680914105	10.9	8.95090418262362e-16
Colwellia Bg11-12	0.0783867870604875	256.017067367733	0.107460636110431	297.737965328822	11.7	1.03554709841456e-15
Colwellia Bg11-12	0.0772078748446873	254.050750337399	0.0647235115420475	303.75597001513	13.3000000000001	9.8052242617806e-16
Colwellia Bg11-12	0.279160622663103	261.338332425828	0.0139764228363375	305.793645249072	12.2	2.79547014692442e-15
Colwellia Bg11-12	0.121377083568737	259.778634373212	0.0435192947496419	303.285274197683	12.9	7.69185074553426e-16
Colwellia Bg11-12	0.101040515325042	259.057127290005	0.0784293023098353	298.408815781573	11.4	1.20088981274602e-15
Colwellia Bg11-12	0.0364382185957894	237.631332715736	0.697428944772562	292.444635200678	14.3000000000001	4.33271558654976e-15
Colwellia Bg11-12	0.0632221597419123	252.524556587755	0.117115559587971	300.02708838116	13.4	5.66104886700368e-16
Colwellia Bg11-12	0.149346946366036	260.543322701207	0.0349583196145425	302.644045430297	12	6.5681679907166e-16
Colwellia Bg11-12	0.0719580222296837	255.028314362986	0.0951418103271731	301.30696971782	13.7	6.08094194448812e-16
Colwellia Bg11-12	0.107659023282994	258.834129468656	0.0621745899953336	299.205975774054	11	1.68739290912997e-15
Colwellia Bg11-12	0.136506315273367	260.388277824842	0.0368287517512869	303.501382500279	12.6	2.45256282331569e-15
Colwellia Bg11-12	0.0538313355105632	248.829750614834	0.153459800576855	297.964985253276	12.6	3.68219320629515e-16
Colwellia Bg11-12	0.0708550239929682	255.411844736284	0.12154787535206	298.061064080834	12.4	1.40871509351487e-15
Colwellia Bg11-12	0.098514972836856	259.498312626738	0.0836609355770293	298.668062282175	12	1.77288399768286e-15
Colwellia Bg11-12	0.126372889931729	260.465418879373	0.0537217946343657	299.127442617024	10.9	1.65419505046575e-15
Colwellia Bg11-12	0.0464630937667207	246.469589931442	0.307453054051932	293.920137855668	12.6	2.96660234508636e-15
Colwellia Bg11-12	0.06556648631951	255.075470370476	0.181087189013332	296.464912301746	13	9.22220506951241e-16
Colwellia Bg11-12	0.168431621276712	261.76436777754	0.0333529570114017	302.045748051667	11.9	1.67640000442909e-15
Colwellia Bg11-12	0.125414486554099	259.955851797948	0.0486199240933576	300.63403787071	11.5	1.51006657275581e-15
Colwellia Bg11-12	0.197612103557559	261.625716078809	0.0272025232296364	301.035240561376	10.7	1.08211154978932e-15
Colwellia Bg11-12	0.0588101400173187	252.301121867786	0.176328701567124	297.480154099188	13.4	1.08699849337584e-14
Colwellia Bg11-12	0.122267799828964	259.074154823336	0.0396287217467408	303.864061418146	12.7	1.86438149626896e-15
Colwellia Bg11-12	0.0792370159296845	256.52864446601	0.085886025095848	301.487018820501	13.6	5.32444257940492e-16
Colwellia Bg11-12	0.0776014649244836	255.529498029195	0.0920695255077495	299.495299363137	12.2	1.61650912417611e-15
Colwellia Bg11-12	0.141752343719539	261.415839946537	0.0530934680775778	297.621191585637	10.2	1.26584900905684e-15
Colwellia Bg11-12	0.164632335790773	261.175175364042	0.0362142669517381	300.168247171176	10.7	2.9373740229761e-16
Colwellia Bg11-12	0.0744017561830899	254.923300952865	0.0960238830421578	299.76754950598	12.5	7.44760245974182e-16
Colwellia Bg11-12	0.0930256818274755	258.819050032846	0.0970111463605623	296.921636103682	11.1	7.10889595793335e-16
Colwellia Bg11-12	0.0531826845411638	248.859858125395	0.193830442579295	295.466305908982	11.8000000000001	1.6983146601011e-15
Colwellia Bg11-12	0.11648742054269	259.741873211544	0.0517314828572246	301.273152802737	12.1	1.72352961860911e-15
Colwellia Bg11-12	0.312019423040835	263.879439077559	0.0167366540693474	302.705530523622	11.8000000000001	1.12675330899894e-15
Colwellia Bg11-12	0.128312266852807	260.83393251273	0.0493060741872049	300.242985445707	11.5	1.31363359814332e-15
Colwellia Bg11-12	0.190927555510553	261.130299956289	0.0287886512406308	300.739285606768	10.5	1.68007229799611e-15
Colwellia Bg11-12	0.0603885826441541	250.589213366298	0.0958069973167725	301.396722322898	13	4.15407418105522e-16
Colwellia Bg11-12	0.153371067764472	260.760442178016	0.0316999976373269	304.328478888188	12.9	1.72710170455215e-15
Colwellia Bg11-12	0.0936857284578303	258.722923658471	0.0779687757859574	299.526210004483	12.2	1.51820715234867e-15
Colwellia Bg11-12	0.183836288366793	260.551162064486	0.0248909755799313	303.594235402358	11.7	1.71276866251419e-15
Colwellia Bg11-12	0.0687276052664857	253.58754965705	0.116141801632647	297.481985812628	11.4	4.03974751398645e-15
Colwellia Bg11-12	0.069601884722088	255.814672752199	0.163406379234036	296.178034560369	12.4	2.9373740229761e-16
Colwellia Bg11-12	0.0708028267078786	255.279767607376	0.141369430978881	296.669953403811	12	2.48253415324727e-16
Colwellia Bg11-12	0.11125248408335	258.110484306528	0.0460613762694152	302.587078543325	12.1	1.20088981274602e-15
Colwellia Bg11-12	0.075990184880375	256.039891001409	0.104410447071443	298.727644551337	12.3000000000001	1.34607388046849e-15
Colwellia Bg11-12	0.31607849575398	262.305666322059	0.0141075084723816	303.708189853868	11.4	8.52778486478535e-16
Colwellia Bg11-12	0.0588979237012703	251.225266499249	0.110354473990285	301.301775171631	13.8000000000001	9.74216750314852e-16
Colwellia Bg11-12	0.152146997531483	259.580651273259	0.0269672109915865	306.209644794251	13.2	1.95159397878252e-15
Colwellia Bg11-12	0.0824309887533108	257.028491734549	0.0813590072065692	301.182422532124	13.2	1.6983146601011e-15
Colwellia Bg11-12	0.130370099407481	258.247844793048	0.0307436461969843	305.549615420009	12.7	1.01753620972552e-15
Colwellia Bg11-12	0.121431584456007	259.212777861863	0.0499333943073033	300.248434719822	11.1	4.57756679852224e-16
Colwellia Bg11-12	0.0398897180634322	242.20330430322	0.622055077042608	292.660664875814	14.2	3.38025992699683e-15
Colwellia Bg11-12	0.123926160141276	259.935264887252	0.0468707739187036	301.887452075936	12.2	9.42055475210265e-16
Colwellia Bg11-12	0.0775825038630672	256.668384895178	0.143898657978445	295.262662164966	11.1	1.62031716036975e-15
Colwellia Bg11-12	0.104444271774034	259.014351764284	0.0633959476870631	300.226440210802	11.9	1.47705566618251e-15
Colwellia Bg11-12	0.348435480316647	262.502294197593	0.0137812738974648	302.164706727541	10.6	1.15377761183014e-15
Colwellia Bg11-12	0.117587835928559	259.822966385705	0.0599977397503517	298.699680189838	10.8000000000001	1.89389860563516e-15
Colwellia Bg11-12	0.114801530748556	259.813861047527	0.0552518916549488	300.389834925586	11.7	4.24796341873734e-15
Colwellia Bg11-12	0.220630517260928	263.164964574121	0.029974845843217	299.017425644526	10.3000000000001	2.19251479839716e-15
Colwellia Bg11-12	0.157551363465456	260.537796442042	0.0331351865529757	302.370000129432	11.6	1.21111033586759e-15
Colwellia Bg11-12	0.0899634578681586	257.521936860312	0.0744935343857798	300.048419248651	12.1	1.15910686703364e-15
Colwellia Bg11-12	0.0743014935472266	256.220457624784	0.110886583351098	298.22415050751	12.2	1.33688555545767e-15
Colwellia Bg11-12	0.0826179376876137	255.590233715701	0.0767338535066247	300.026221900499	11.7	6.1594869234761e-15
Colwellia Bg11-12	0.153279855808535	261.518299323881	0.035398837644805	302.840639031509	12.5	2.77777712014356e-15
Colwellia Bg11-12	0.0704835086564566	254.029046966013	0.106578396723236	298.581738013675	11.9	4.00296604248672e-16
Colwellia Bg11-12	0.0894538774222286	257.968869178012	0.0774213456178703	300.184521989939	12.5	1.75190238294703e-15
Colwellia Bg11-12	0.323093724108183	262.41186980343	0.0134469417767689	304.30034513555	11.8000000000001	2.24528711358437e-15
Colwellia Bg11-12	0.260028524968537	261.984072883996	0.0177405006545282	303.855377951593	11.7	1.32763364114623e-15
Colwellia Bg11-12	0.0897287161519173	258.196342488459	0.0881364884939019	298.756633344578	12	1.43042230579539e-15
Colwellia Bg11-12	0.0961996523536632	258.828615088815	0.0819033746731502	298.304128718183	11.5	1.26584900905684e-15
Colwellia Bg11-12	0.141534066140838	260.514323043541	0.0421133732342533	300.33757120569	11	1.07066031162983e-15
Colwellia Bg11-12	0.0595280145128502	250.696772819814	0.106609219783388	301.51276004863	13.7	4.84189632551513e-15
Colwellia Bg11-12	0.102498349673055	257.780730158193	0.0586456462300168	300.205325797122	11.2	7.7715611723761e-16
Colwellia Bg11-12	0.213009583113964	262.124404505001	0.0248494573057561	301.582374568431	11.1	2.72627013360364e-15
Colwellia Bg11-12	0.0843364724954521	258.543057577335	0.112774469956323	297.826237441587	12.5	1.42610729654992e-15
Colwellia Bg11-12	0.296418838309679	263.028808530308	0.0184104744621028	300.922892357854	10.5	1.35973995551052e-15
Colwellia Bg11-12	0.112033352092069	260.316365096382	0.072889316610947	298.276129045848	11.4	2.45256282331569e-15
Colwellia Bg11-12	0.108350623287061	260.630789303426	0.0882638125879175	296.677607384081	11	8.38200002214545e-16
Colwellia Bg11-12	0.0777135854949232	256.835422100265	0.11478166268706	297.454729868872	11.9	1.78328223345947e-15
Colwellia Bg11-12	0.115706105697218	260.131676944477	0.0559898600387012	300.416686725033	11.9	5.76888805915069e-16
Colwellia Bg11-12	0.161640757985888	259.140209261042	0.0262784713131918	304.307732650465	11.7	2.07109419682912e-15
Colwellia Bg11-12	0.106073763612769	258.545753685539	0.0539200708990169	301.742604665079	12.2	1.18018326364207e-15
Colwellia Bg11-12	0.0870722558821677	255.755276763773	0.0682917405717501	300.636619075485	11.7	1.09906472107864e-15
Colwellia Bg11-12	0.0972465618222251	258.321429293464	0.065408325120195	300.628268945831	12.1	1.37775054098631e-15
Colwellia Bg11-12	0.0357578212357089	237.029708566924	0.446379610178279	294.418373457245	14.3000000000001	1.22628141165784e-15
Colwellia Bg11-12	0.227467725589235	262.830215684389	0.0221728117994867	303.169858320865	12.1	5.55111512312578e-16
Colwellia Bg11-12	0.386271373438582	262.92190537102	0.0130494126352147	301.803589698865	10.5	1.39993796698584e-15
Colwellia Bg11-12	0.18661395969395	260.022976243418	0.0213151152382801	306.030195518634	12.6	2.62961192428235e-15
Colwellia Bg11-12	0.212616863654164	262.310364250734	0.0233185532667766	303.211809428546	12	4.29987528494926e-16
Colwellia Bg11-12	0.0503987069977688	249.343043203458	0.244916371168584	295.740436500873	13.3000000000001	3.03031912095712e-15
Colwellia Bg11-12	0.0662442188861864	254.154685742032	0.126888731179569	299.450411479955	13.6	1.09833550766874e-14
Colwellia Bg11-12	0.0962713892540391	257.776601198796	0.0531473705544935	303.517863081879	13.2	9.01949448976587e-16
Colwellia Bg11-12	0.10917834785001	259.234690520237	0.0514792428323759	302.931907179011	13.1	1.15377761183014e-15
Colwellia Bg11-12	0.111029337523724	259.496414377131	0.0552847550196666	301.423349471639	12.4	3.80889026949848e-15
Colwellia Bg11-12	0.0701144548278975	253.641818805627	0.103182435251847	298.688070032366	11.8000000000001	1.46448475105398e-15
Colwellia Bg11-12	0.0836665789900394	256.598330645333	0.0767976904627889	300.951008041509	12.7	2.92686460100812e-15
Colwellia Bg11-12	0.162136492086484	260.384421927047	0.0296189257265482	302.993495110764	11.7	2.33411024304393e-15
Colwellia Bg11-12	0.072683034848258	254.925775399396	0.0979373926176054	299.893438072825	12.7	1.75190238294703e-15
Colwellia Bg11-12	0.113379935442568	259.865294624636	0.063484165661848	298.917518696928	11.2	1.95159397878252e-15
Colwellia Bg11-12	0.0567803729300734	249.945770123366	0.132705791423998	298.660352595046	12.5	1.40871509351487e-15
Colwellia Bg11-12	0.0525359705080507	249.806607115729	0.206121997789045	296.126104641615	12.8000000000001	1.64672686311277e-15
Colwellia Bg11-12	0.267038899181344	263.608275989723	0.0189907345011812	303.152531365967	12.1	2.01682028018013e-15
Colwellia Bg11-12	0.150402037284973	258.329642573504	0.0243221093775689	306.870925737181	12.8000000000001	2.71947991102104e-16
Colwellia Bg11-12	0.0518956198515292	248.732152153369	0.225442284557322	295.143728783771	12.3000000000001	2.37078762222594e-15
Colwellia Bg11-12	0.091973285099628	257.851497980364	0.0705432338333443	301.001303952074	12.6	1.69468189731001e-15
Colwellia Bg11-12	0.307631939112581	263.775370375067	0.0192047770480345	300.270084399701	10.5	1.26584900905684e-15
Colwellia Bg11-12	0.0726490268549285	254.968474913957	0.127577047329509	296.428483630856	11.2	1.83774610609775e-15
Colwellia Bg11-12	0.0490941493651254	248.52383391187	0.243951225822743	297.130031113598	14.5	3.84592537276713e-16
Colwellia Bg11-12	0.146512137512388	259.627795326762	0.0318391968383148	303.311482010116	11.8000000000001	3.276568919158e-15
Colwellia Bg11-12	0.0827709151141141	257.584587781833	0.0991939656683845	299.07259760478	12.7	8.15843973306311e-16
Colwellia Bg11-12	0.174194450775513	260.706778772872	0.0306083850987318	301.414706189032	10.9	1.15910686703364e-15
Colwellia Bg11-12	0.233433243142598	263.619148559068	0.0276735801113566	299.68394483184	10.7	3.89370267511739e-15
Colwellia Bg11-12	0.162177888855393	259.792726880626	0.0264716217969024	304.85919818133	12.3000000000001	9.67869993826625e-16
Colwellia Bg11-12	0.0975817573753758	259.462554794811	0.0808932216798837	298.580407691623	11.8000000000001	1.36584507955011e-14
Colwellia Bg11-12	0.159012892905933	260.099280248601	0.0269802990982984	305.160138868992	12.7	7.44760245974182e-16
Colwellia Bg11-12	0.0693004433075651	254.794341392973	0.106589374305858	300.113336088182	13.3000000000001	7.44760245974182e-16
Colwellia Bg11-12	0.126662352137465	261.452516352901	0.0584891841879375	298.782345930541	11.3000000000001	1.77288399768286e-15
Colwellia Bg11-12	0.145858033523239	260.226810173335	0.0347109913627752	302.579364405368	11.8000000000001	7.85046229341888e-16
Colwellia Bg11-12	0.0791400666412054	257.029405324682	0.125009858756381	296.626269237653	11.7	6.1814601913013e-16
Colwellia Bg11-12	0.284569246915614	262.844979923595	0.0150946331600601	305.773571632646	13	3.84592537276713e-16
Colwellia Bg11-12	0.175135861348431	260.557393796753	0.0260787269297896	304.072682250054	12.1	1.6354606405429e-15
Colwellia Bg11-12	0.125989838496858	259.591738464152	0.0390573873646703	303.589333253276	12.6	7.85046229341888e-16
Colwellia Bg11-12	0.0551053622942284	249.656153348409	0.161557673796888	297.765538478477	12.9	3.33066907387547e-16
Colwellia Bg11-12	0.237464987460286	261.172210388211	0.0176194424209492	304.678098856204	11.9	1.07640115874304e-15
Colwellia Bg11-12	0.0597888339613169	251.747024226924	0.133206222780468	299.368116933944	13.4	1.15377761183014e-15
Colwellia Bg11-12	0.0853820279558729	258.206991149236	0.105567942086847	297.899057246096	12.1	1.5622222714862e-15
Colwellia Bg11-12	0.0718328043964891	255.37611504544	0.124751388835229	297.688022138609	12.2	6.93334056655992e-16
Colwellia Bg11-12	0.0535339306067049	250.123970343399	0.183498399670746	297.658050198824	13.5	1.68373658217015e-15
Colwellia Bg11-12	0.179618742486565	262.645169866092	0.0354714135331002	300.68337643325	11.5	2.13266878738e-15
Colwellia Bg11-12	0.0582610356525627	250.511384704194	0.128262292936527	299.119196396923	12.8000000000001	1.57009245868378e-16
Colwellia Bg11-12	0.0712472423772746	255.833003006948	0.150862919302877	296.250532380431	12.1	2.51460000664364e-15
Colwellia Bg11-12	0.129379736194441	259.291085746065	0.0452965132566797	300.125074526999	10.7	1.4130832128154e-15
Colwellia Bg11-12	0.131100456307155	260.135686225171	0.0395131322987265	303.458952536103	12.8000000000001	8.81212206892831e-16
Colwellia Bg11-12	0.243103762685116	261.547956035506	0.0187328951577148	303.382428005719	11.4	9.28879225241625e-16
Colwellia Bg11-12	0.253332820097246	260.836975178006	0.0180872412099103	302.211010507571	10.3000000000001	1.23129689848616e-15
Colwellia Bg11-12	0.197981240209125	259.729226694594	0.0198011053519877	305.291127997571	11.9	8.30814836211045e-16
Colwellia Bg11-12	0.0821795845502174	257.960938832387	0.112357809116272	297.425256522022	12	4.57756679852224e-16
Colwellia Bg11-12	0.0976830684800955	258.484865231639	0.0784674146674973	298.485809386597	11.4	3.94246433378702e-15
Colwellia Bg11-12	0.136835444310862	257.320766303216	0.0250828469221277	308.193330028941	13.4	9.55049957678547e-16
Colwellia Bg11-12	0.140830539622951	261.604868021904	0.0481465159532018	299.661118410917	11.3000000000001	2.25896967236137e-15
Colwellia Bg11-12	0.108869866986995	259.812900685095	0.0644299393073844	299.465696913495	11.6	2.08000216996798e-15
Colwellia Bg11-12	0.0982874208920936	259.219224482242	0.0854387062801686	297.760560117005	11.3000000000001	4.18658610778273e-15
Colwellia Bg11-12	0.130422247277007	260.568868833916	0.0442314408931684	301.894106672819	12.2	1.23629203826026e-15
Colwellia Bg11-12	0.0991952148999157	259.188729197269	0.0819173244450224	298.316431563869	11.6	2.91631730688107e-15
Colwellia Bg11-12	0.097140391277439	258.794429425223	0.0804696921535165	298.392948274824	11.5	3.18113286421493e-15
Colwellia Bg11-12	0.124480208587246	259.748372876822	0.0480907359844379	300.463321121185	11.3000000000001	1.68373658217015e-15
Colwellia Bg11-12	0.0984987444910778	257.385144017237	0.0629021753188183	300.369679753874	11.5	2.19251479839716e-15
Colwellia Bg11-12	0.0777499796278661	256.220795310115	0.102988647978949	298.387248951623	12	1.5622222714862e-15
