Clade	b	Tmin	c	Tmax	topt
1	Clade A1	0.0875103505234226	25.3897582016552	0.174099809219266	2.70671972421963	1.71191177303087
2	Clade A2	0.12856909189378	16.9433846270381	0.123838135657021	1.01619093963801	1.24118946266169
3	Clade A3	0.0850745851148159	5.04632651181261	0.0809009794018409	3.30122532923545	0.832266808827608
4	Clade B1	0.0718592733813348	31.8332645362371	0.178988611314659	1.85461292649427	1.56128257488344
5	Clade B2	0.0180743826730851	24.461542262794	0.167293077078847	6.43646028488881	2.14405434090813
6	Clade C	0.032235273807957	7.62868901650974	0.188223531942398	0.907736379729697	1.29870749764112
