Clade	j	b	Tmin	c	Tmax	topt	resid
9131	Clade A2	4131	0.0469399481650035	243.867586180647	0.124489940692974	293.143371035257	6.5	2.47009029466916e-15
9133	Clade A2	4133	0.0815034327102453	256.300461526677	0.125169122283685	290.579416509134	6.69999999999999	2.34205915267085e-15
9138	Clade A2	4138	0.390879147370643	264.07362120782	0.0255300518738764	291.004672068456	5.60000000000002	4.06408356251012e-15
9140	Clade A2	4140	0.0291640023685156	232.085015597658	0.432373366074012	290.367098707242	10.1	6.47033904460241e-15
9143	Clade A2	4143	0.114024269107801	259.157457362037	0.0776439447637154	292.235738468326	6.89999999999998	1.75541673428835e-15
9144	Clade A2	4144	0.0743895535007507	255.202864933552	0.109362120290378	292.603527701952	7.5	1.365393784286e-15
9157	Clade A2	4157	0.04254366109521	244.72121079215	0.257660152537421	290.52111523545	8.39999999999998	4.38628115440007e-15
9167	Clade A2	4167	0.0703060331264685	255.583504765519	0.133621804466862	292.305085612191	8.19999999999999	7.04357546757435e-16
9169	Clade A2	4169	0.185992482147529	262.711762779262	0.0477443052800845	291.461604958795	6.30000000000001	3.21880920975841e-15
9174	Clade A2	4174	0.0648274486118607	255.284328379854	0.18191177616303	291.716286876101	9	8.52778486478535e-16
9177	Clade A2	4177	0.0526327724358696	250.258029911037	0.163526121632875	292.212317160797	8.19999999999999	4.0488906735826e-15
9180	Clade A2	4180	0.289211723910985	264.311497302164	0.0353458554556255	291.834610123732	6.60000000000002	3.19466554764295e-15
9182	Clade A2	4182	0.624362234467822	264.667443708333	0.014289247448664	291.916289597273	5.89999999999998	2.34875152638648e-15
9190	Clade A2	4190	0.124703066326335	261.322516354417	0.0964977228666624	290.730439665554	7	1.75629422333805e-15
9194	Clade A2	4194	0.043307864449517	244.559397737442	0.184522104930461	291.767594330393	7.69999999999999	5.57880165459373e-16
9197	Clade A2	4197	0.42975791871129	264.101181886014	0.019774796687157	292.655316840457	6.30000000000001	2.46071610413584e-15
9205	Clade A2	4205	0.102680278410337	260.936628466138	0.121716633261525	291.025358416101	7.89999999999998	4.19990561496968e-15
9208	Clade A2	4208	0.0282025219198782	227.793467856016	0.257212136890661	291.033050908687	7.60000000000002	4.27688113463681e-15
9217	Clade A2	4217	0.267547866762587	263.859490628191	0.0369491005950585	291.044718073846	6	3.11456641346587e-15
9220	Clade A2	4220	0.187466848499421	262.80524444305	0.0571032756724923	290.737432596405	6.19999999999999	3.263493924073e-16
9229	Clade A2	4229	0.528160069560717	264.489329021104	0.0178609952974802	291.359268240765	5.69999999999999	1.39801062498257e-15
9235	Clade A2	4235	0.0213800384493165	213.461865852951	0.371249764575955	290.68952782514	8.89999999999998	4.881510628475e-15
9237	Clade A2	4237	0.0744369780471588	254.574333017657	0.112553346455259	292.030552269392	7	2.23703740860447e-15
9243	Clade A2	4243	0.0205936335837829	214.966484456295	0.311427714467387	291.132595115157	8.30000000000001	1.5313432992918e-15
9245	Clade A2	4245	0.016927240532867	201.492386804	0.349763378025132	290.788672830793	8.19999999999999	1.73155644938941e-15
9254	Clade A2	4254	0.328301919212045	266.302639612154	0.0341837832745202	292.011534677493	7.5	3.58595162442059e-15
9260	Clade A2	4260	0.0664736164926553	252.375664513482	0.122780781172884	291.54778604021	6.60000000000002	1.40460764451511e-15
9261	Clade A2	4261	0.101902318636399	253.343845559942	0.040223604832379	296.910007611248	6.19999999999999	1.39552870259424e-15
9265	Clade A2	4265	0.256587301368371	263.880997651141	0.0408900267814628	290.916634134832	6.10000000000002	3.65323373678995e-15
9270	Clade A2	4270	0.0643451603846319	252.653756756833	0.128537862663564	291.631775527598	6.89999999999998	7.1531885731106e-15
9271	Clade A2	4271	0.0431495139318661	244.712634410599	0.260574851609553	291.33848379113	9.19999999999999	4.81655132095419e-14
9278	Clade A2	4278	0.197986052955004	263.039955386599	0.0553201977476782	290.290051572924	5.89999999999998	3.54566615084256e-15
9281	Clade A2	4281	0.0755309744522754	254.322180131	0.132361970522941	290.352540189127	6.30000000000001	4.79585506118045e-15
9292	Clade A2	4292	0.296871448782746	262.699054861545	0.0226567000388744	294.34654587874	6.89999999999998	1.95474934701723e-15
9293	Clade A2	4293	0.0634240369461517	253.459285305088	0.16277058507344	290.816994214157	7.5	1.38221651879586e-15
9295	Clade A2	4295	0.0317860703455595	233.15002742587	0.240369625376707	291.162282940054	7.69999999999999	4.12886927569014e-15
9305	Clade A2	4305	0.240878432439636	263.476410530961	0.0392640743388762	291.782866298039	6.39999999999998	2.51704969062119e-15
9310	Clade A2	4310	0.0665756761565283	256.646945343357	0.26645279593295	291.39655498439	10.5	5.57399408069707e-14
9311	Clade A2	4311	0.0383190874047084	238.905333032941	0.258016646273715	290.464084022729	7.89999999999998	1.72910775999263e-15
9312	Clade A2	4312	0.301524157156013	263.23651393308	0.0282840569499071	291.318426009834	5.60000000000002	1.80133471911902e-15
9319	Clade A2	4319	0.374518949605477	263.284295142897	0.0186232650795901	293.183434058091	6.19999999999999	3.98754029708303e-15
9320	Clade A2	4320	0.301150331089093	261.138011374317	0.0204660612966214	294.248451302256	6	2.53656199573535e-15
9323	Clade A2	4323	0.128340071466439	261.997599344925	0.0841813745599289	291.740454364353	7.60000000000002	1.1970346188077e-15
9330	Clade A2	4330	0.107148410566198	257.233930161876	0.0694473800901972	292.38585850343	6.10000000000002	6.59158399365251e-16
9333	Clade A2	4333	0.128644374873115	260.380698375498	0.0839371533411664	291.344764144257	6.80000000000001	2.19970597859771e-15
9335	Clade A2	4335	0.229647951869195	263.065716217373	0.0402819558004586	291.334595394219	6	2.42873181592148e-15
9345	Clade A2	4345	0.117360637023661	258.677323959836	0.0624869065087816	292.060286528753	6	2.04187490890345e-15
9351	Clade A2	4351	0.103673576876125	258.772284499627	0.0891696217231646	291.187842100525	6.5	3.49543982457038e-15
9359	Clade A2	4359	0.0397914979420613	243.371243416753	0.171506726776224	291.610560049514	7	1.94526788765251e-15
9381	Clade A2	4381	0.306211601676618	264.172276422541	0.034397177286221	291.20824543298	6.10000000000002	2.1043046661867e-15
9385	Clade A2	4385	0.119183648469363	258.94685898623	0.0732787034982989	292.048761059218	6.5	9.69460578291336e-16
9386	Clade A2	4386	0.10585997296306	257.684909421947	0.0715746757299455	292.403080170248	6.30000000000001	1.35973995551052e-15
9388	Clade A2	4388	0.0607251067622333	251.870942603338	0.129427064189114	291.735417617961	6.89999999999998	1.54461710954751e-15
9389	Clade A2	4389	0.0586789738575505	252.092804021471	0.168318767002681	291.236009998129	7.80000000000001	3.27856679139133e-15
9394	Clade A2	4394	0.224978309079687	262.955372485986	0.0456537470656719	290.751497770062	5.80000000000001	2.10357235202978e-15
9408	Clade A2	4408	0.10525872023927	258.437599639624	0.0696254425119358	292.780267201801	6.69999999999999	1.04885231764724e-15
9411	Clade A2	4411	0.0213155216381004	208.141345052069	0.338744737642848	290.243697432141	7.69999999999999	6.24056204131032e-15
9412	Clade A2	4412	0.0685633386446468	250.475368611444	0.0811407716506406	294.710438475426	6.69999999999999	2.56555221695794e-15
9414	Clade A2	4414	0.0211308004294328	214.308668715901	0.620206782975844	290.295411388362	11.2	1.14652030806371e-14
9416	Clade A2	4416	0.289043348958508	262.934245294134	0.0284464596273567	291.552435377372	5.60000000000002	3.0090167587691e-15
9423	Clade A2	4423	0.0208760950078925	214.210216415397	0.366004339689761	290.755310085927	8.89999999999998	3.08886013676475e-15
9425	Clade A2	4425	0.082373258343717	256.589532321823	0.130377006859585	290.575469617993	6.89999999999998	4.90593048483291e-15
9427	Clade A2	4427	0.242557935576282	263.072352545305	0.0325727592491693	292.53108678561	6.39999999999998	2.36883715902268e-15
9452	Clade A2	4452	0.0360910015779526	238.084597861407	0.181238620733865	293.314761680375	8.30000000000001	2.48811358527667e-15
9454	Clade A2	4454	0.14547537482173	260.153903879494	0.0512945870449648	292.383061376887	6.10000000000002	6.08094194448812e-16
9459	Clade A2	4459	0.0484334331479104	247.789304478511	0.205575104826941	291.036447151872	8	2.56314888882674e-15
9460	Clade A2	4460	0.312127791718881	263.067969942261	0.0206477152714646	294.347074188918	6.89999999999998	2.46071610413584e-15
9471	Clade A2	4471	0.121347676879795	261.071685265784	0.0948916949622298	290.483423244773	6.69999999999999	2.28613124953132e-15
9476	Clade A2	4476	0.0258815633804844	223.460533247767	0.293960775816473	291.013209338762	8.19999999999999	4.8434871184501e-15
9479	Clade A2	4479	0.0286071437929789	230.5157292634	0.249943116981979	290.50818148496	7.10000000000002	4.81703192463698e-15
9485	Clade A2	4485	0.0296340821937908	232.098177245107	0.313989152370644	290.867039248528	8.89999999999998	4.08865160135725e-16
9490	Clade A2	4490	0.457734561554598	264.230345801545	0.0189624041186671	291.99387543436	6	3.20922155212213e-15
9502	Clade A2	4502	0.0661757672294494	252.785670132612	0.158136149139553	290.511919948538	7	1.09533028315952e-14
9506	Clade A2	4506	0.159249599468239	262.430037371733	0.061890287806842	291.198491791398	6.5	4.51930325097108e-15
9524	Clade A2	4524	0.0478466682110163	244.531919073487	0.107515151907521	294.132925154456	6.60000000000002	4.29987528494926e-16
9525	Clade A2	4525	0.183710156579911	261.408972184026	0.036001927979429	293.227356933277	6.39999999999998	1.62790650943991e-15
9537	Clade A2	4537	0.0562275887195017	251.66089803992	0.184897217381168	291.220042550603	8.10000000000002	2.84139021024415e-15
9543	Clade A2	4543	0.0463355558486761	245.198488371405	0.230050447332244	290.259187975984	7.60000000000002	2.24738765662614e-16
9544	Clade A2	4544	0.38876841681227	263.920059825268	0.0211928160121933	291.748443445502	5.80000000000001	4.05278927872053e-15
9547	Clade A2	4547	0.0636715810631703	255.000187315677	0.181539282549606	291.508749665132	8.80000000000001	2.50723659403734e-15
9550	Clade A2	4550	0.0544087080384588	250.464576240903	0.16995541910116	291.606031283258	7.89999999999998	2.30220746392537e-15
9554	Clade A2	4554	0.21337546073895	263.662891926058	0.0547958473332884	290.927484972286	6.5	4.14674244624223e-15
9568	Clade A2	4568	0.0438033213840366	245.080034835165	0.18676819443949	291.514143522112	7.60000000000002	1.26127639082949e-15
9580	Clade A2	4580	0.237600346693959	262.955559173899	0.0306948468605089	293.23185600134	6.69999999999999	3.65362910412877e-15
9583	Clade A2	4583	0.0845345462824615	257.673808084935	0.113536170060509	291.607454971624	7.39999999999998	3.86709979599415e-15
9591	Clade A2	4591	0.049047563262946	249.011693944358	0.16784380980968	291.148986019619	7.19999999999999	2.21367028947377e-15
9601	Clade A2	4601	0.0386900206942703	243.13509252933	0.298483322429804	291.459973469103	9.89999999999998	4.53053981058564e-15
9605	Clade A2	4605	0.0920489156930547	258.129074448218	0.0975942161977706	291.600158605763	6.89999999999998	1.24126707662364e-15
9610	Clade A2	4610	0.137106801274712	260.562305224272	0.0638649860668503	291.321221170789	6.10000000000002	3.89459290170566e-15
9616	Clade A2	4616	0.101329217488691	258.851354276159	0.110777805799496	291.109310249734	7.19999999999999	1.63945961535709e-15
9617	Clade A2	4617	0.0682670163466645	253.129712980277	0.0966522935982152	293.561094826563	7.19999999999999	1.80475281463908e-15
9622	Clade A2	4622	0.0298238967295869	231.000434826738	0.207026776799389	291.826587298857	7.19999999999999	1.35973995551052e-15
9632	Clade A2	4632	0.0318798324611638	236.212779639223	0.203633835439772	291.47902658248	7.19999999999999	2.87923129543641e-15
9633	Clade A2	4633	0.137019128315762	260.634751881925	0.0651014858389447	291.941681678659	6.60000000000002	3.55444797896667e-16
9635	Clade A2	4635	0.0423593440376279	246.331302487319	0.287177777327387	291.392920888275	9.89999999999998	1.58959746069124e-15
9638	Clade A2	4638	0.0470444007369707	247.54982840604	0.208800777723495	291.32598602603	8.30000000000001	2.9373740229761e-16
9639	Clade A2	4639	0.125552079128921	260.286417719158	0.0754214580659797	291.505580040005	6.60000000000002	9.09180472805593e-16
9655	Clade A2	4655	0.0381173552720454	241.511069579188	0.216113063288806	291.235349202924	7.80000000000001	2.56329916285078e-15
9657	Clade A2	4657	0.278684541323898	264.034594676773	0.0316678258101912	292.773547663194	6.89999999999998	4.37377147912526e-15
9667	Clade A2	4667	0.0618573961627057	253.5880036799	0.154649799430364	292.803537300337	8.89999999999998	2.9373740229761e-16
9674	Clade A2	4674	0.0278306992659009	228.709440325335	0.260288712782682	291.026290214716	7.69999999999999	2.53656199573535e-15
9682	Clade A2	4682	0.118797327726273	261.252685746576	0.0774909892176668	292.980948082918	8	4.65102624539546e-15
9685	Clade A2	4685	0.134131651461246	259.042618230893	0.0660542502444341	291.720971520078	6	3.08873543258671e-15
9692	Clade A2	4692	0.220932079257246	263.183016357341	0.035870500855742	293.9237136958	7.5	2.03885438223661e-15
9693	Clade A2	4693	0.0931170127260099	257.534401227061	0.107393259421304	290.610252680972	6.39999999999998	4.89828901221398e-15
9694	Clade A2	4694	0.0466438062589158	244.602527895725	0.171480934993555	291.15607525428	6.80000000000001	7.81604105899931e-16
9697	Clade A2	4697	0.0927187344596813	257.937026491193	0.105391314497524	291.070028436249	6.69999999999999	3.50072527087243e-15
9702	Clade A2	4702	0.0865994904685015	257.916411341332	0.12407375869926	290.301992479689	6.69999999999999	3.99526664032953e-15
9704	Clade A2	4704	0.0850734670756431	257.418306773145	0.131667643265552	291.005975502573	7.39999999999998	1.62624936575931e-15
9706	Clade A2	4706	0.076245667449303	255.249842011959	0.107693522113024	291.14554208556	6.30000000000001	3.64529096839939e-15
9708	Clade A2	4708	0.322162626103696	263.455955698611	0.0274721684111077	291.468235090521	5.69999999999999	3.68313455582143e-15
9714	Clade A2	4714	0.059856772597706	249.523852805825	0.108024713668871	293.255379947327	6.80000000000001	1.35178486869568e-15
9721	Clade A2	4721	0.0482432597523939	248.185750149295	0.194200407754142	292.20852282002	8.80000000000001	2.45319096081435e-15
9723	Clade A2	4723	0.0816102709673977	255.672052309798	0.0928228017722988	292.799445944799	7.10000000000002	2.42793870881875e-15
9732	Clade A2	4732	0.0706897357633185	254.733294840781	0.150004135195509	291.019070484976	7.5	1.52226111724852e-15
9736	Clade A2	4736	0.0818724484341092	256.384175828912	0.121341627498529	291.096089654978	7	1.37439153426344e-15
9744	Clade A2	4744	0.407563722190289	265.176408939842	0.0258827369049095	290.612057727863	5.89999999999998	2.36313911286349e-15
9745	Clade A2	4745	0.126057696532809	259.354667164705	0.0748327678596056	290.989853817608	5.89999999999998	1.93275288646363e-15
9747	Clade A2	4747	0.102023111760645	259.433850483748	0.0822308709268043	292.777705964456	7.5	6.09005652658755e-15
9750	Clade A2	4750	0.184053632921397	261.7245313812	0.0490655010264826	291.443045996624	6	2.03828753517068e-15
9763	Clade A2	4763	0.0649992863863689	253.734414037475	0.180189769513262	291.471661007975	8.5	2.1159872246097e-15
9765	Clade A2	4765	0.0498612735996841	247.544947552221	0.146164467924816	292.20584056761	7.19999999999999	1.21111033586759e-15
9772	Clade A2	4772	0.277567962356356	263.017566278149	0.030090373535378	292.420648491402	6.19999999999999	1.62790650943991e-15
9784	Clade A2	4784	0.0119446225489937	169.026066532137	0.373147630494273	291.955074061916	8.89999999999998	3.18887285829407e-16
9798	Clade A2	4798	0.353270382755013	263.182152372344	0.0218471358474785	292.8067758255	6.10000000000002	2.38439619103687e-15
9805	Clade A2	4805	0.274263732145831	262.065708211008	0.0254979970305001	292.74542563539	5.80000000000001	1.79791012530091e-15
9808	Clade A2	4808	0.0521691836768475	250.470729373111	0.188949844288155	292.226222837	9	5.35330155814915e-16
9812	Clade A2	4812	0.589711046697342	264.04639655839	0.013322692848282	292.097098469598	5.69999999999999	2.34464804038025e-15
9820	Clade A2	4820	0.127107291933151	260.898018400156	0.084095524516082	290.748101541447	6.5	3.80264047938453e-15
9825	Clade A2	4825	0.0478258847528406	250.397810644534	0.292929648015912	290.966098973471	9.89999999999998	6.13768602261588e-16
9827	Clade A2	4827	0.0567815022129464	250.75104373149	0.177311645857095	291.002018055851	7.60000000000002	4.21592484168787e-15
9834	Clade A2	4834	0.0322052233623469	234.08020059301	0.297664819845259	290.175202850227	8.10000000000002	2.42110726295573e-15
9839	Clade A2	4839	0.0635241939910248	254.538200304327	0.184842079019239	291.479126987626	8.80000000000001	4.85079804656363e-15
9840	Clade A2	4840	0.0530850375975316	250.374704465001	0.128937314279147	292.064163564317	6.89999999999998	2.60843349685807e-15
9845	Clade A2	4845	0.0492661586065667	248.24862694732	0.185805790065725	292.166827498377	8.60000000000002	3.53052667460171e-15
9847	Clade A2	4847	0.101391125281101	257.940189113664	0.0832574729878718	291.671474333446	6.39999999999998	2.04281790757235e-15
9850	Clade A2	4850	0.221823374377378	261.604943344958	0.0338419170065008	292.741479154634	6	3.84592537276713e-16
9852	Clade A2	4852	0.0519323538258822	249.001123698355	0.126623355540616	293.806007088012	8	1.91332371497644e-15
9856	Clade A2	4856	0.0632879504606737	254.101136057129	0.207236839574862	290.191044553992	8.10000000000002	1.08248968882563e-15
9857	Clade A2	4857	0.079789130750114	255.461589540653	0.102563844361319	292.272241860734	7	5.59011349666977e-15
9859	Clade A2	4859	0.0466653923398956	244.919555068716	0.183663710017053	291.813433004236	7.80000000000001	1.92696469422213e-15
9870	Clade A2	4870	0.0864615126228106	256.364461481487	0.113762810703962	291.64485107154	7.10000000000002	1.45180499073994e-15
9885	Clade A2	4885	0.040496627634789	244.913923369857	0.252227951206741	290.601744491097	8.39999999999998	4.53708161901332e-15
9890	Clade A2	4890	0.0413618397623381	243.530456842297	0.226627880999937	291.745894914175	8.69999999999999	2.76443303759171e-15
9896	Clade A2	4896	0.0882841770763089	257.617374732223	0.0996337081332941	293.54173618853	8.39999999999998	1.06488851588098e-15
9899	Clade A2	4899	0.201508396029373	261.704735097688	0.0367892639197891	292.657356679902	6.19999999999999	3.70721405952601e-15
9902	Clade A2	4902	0.0183428813994389	204.389734895067	0.723080013177217	290.225402691304	11.6	2.13776499293923e-15
9907	Clade A2	4907	0.0248142924428653	225.002170671218	0.260175131866786	291.102514506921	7.60000000000002	4.51145515906834e-15
9914	Clade A2	4914	0.0162198595825088	196.402631198792	0.460585248795878	291.157300201493	10.1	3.73578087540044e-15
9918	Clade A2	4918	0.123764859582572	261.874634841338	0.0819589522668144	292.475367448608	8	4.93799694612076e-15
9921	Clade A2	4921	0.0395212637729729	241.391963603338	0.215845139320163	291.329800147441	7.89999999999998	1.99859418208378e-15
9937	Clade A2	4937	0.132355322182846	260.173316253012	0.0579172676166725	292.906283858958	6.80000000000001	2.87588482960924e-15
9950	Clade A2	4950	0.0362512431792522	240.975888279882	0.391162831253425	291.501373123682	11.1	1.72710170455215e-15
9955	Clade A2	4955	0.0641889010452308	252.140224280274	0.141152146625442	291.389718897395	7.10000000000002	3.32511332509709e-15
9961	Clade A2	4961	0.285894677194736	261.703029647001	0.0214702886659045	294.714161181066	6.60000000000002	1.35178486869568e-15
9970	Clade A2	4970	0.168878734984246	262.399554106464	0.0461718243333961	293.175764908577	7.19999999999999	2.21001319882168e-15
9972	Clade A2	4972	0.105924936687717	258.291440991837	0.0867399994429507	291.289139390273	6.30000000000001	5.61321778396092e-16
9976	Clade A2	4976	0.0834499270524956	255.995423907006	0.132412328218037	290.898543829257	7.10000000000002	5.88130102963577e-16
9986	Clade A2	4986	0.0842567388029149	256.055594013722	0.0960461547435522	292.178352425395	6.80000000000001	1.27554914331763e-15
9990	Clade A2	4990	0.0399311656053374	243.175302146487	0.255594561666218	290.567854999225	8.30000000000001	3.93503198879925e-16
9992	Clade A2	4992	0.0643223748449388	253.098878302132	0.172511029680992	291.176541142512	8	4.26181418172205e-15
9996	Clade A2	4996	0.368969951165944	264.012553025811	0.0260445300981957	291.224036101233	5.80000000000001	1.70555697295707e-15
10001	Clade A3	1	0.17853412997582	262.415218923643	0.0352579730131129	299.963650400785	10.9	7.7715611723761e-16
10004	Clade A3	4	0.107507740413898	260.235197213819	0.0698496227628506	299.383977048267	12	9.22220506951241e-16
10005	Clade A3	5	0.0558588713878235	250.808539556737	0.189481449605344	296.522721278496	12.8	5.43895982204207e-16
10007	Clade A3	7	0.0523706523759661	250.121360789136	0.272499758225217	294.935457330079	13.2	2.14132062325966e-15
10008	Clade A3	8	0.093704044905658	258.687232228705	0.0845789379538733	298.492785973098	11.7	3.89370267511739e-15
10009	Clade A3	9	0.0886085284729171	258.081463564368	0.0986893854103717	297.292920062403	11.3	3.68219320629515e-16
10010	Clade A3	10	0.1303691709801	260.253175360963	0.0434395853370296	301.352420479894	11.7	1.68373658217015e-15
10012	Clade A3	12	0.0444832632987983	244.829035675086	0.290999212719911	294.248133316988	12.5	1.8742721836922e-15
10013	Clade A3	13	0.0568557912439441	250.255866508165	0.142812628259586	297.693326276553	12.2	1.15910686703364e-15
10015	Clade A3	15	0.120966403486321	257.912728644449	0.0350652945251024	305.156805043803	12.7	1.83438948940332e-15
10017	Clade A3	17	0.101011412475506	258.873624997355	0.0614071979954549	301.560069091362	12.7	1.37327003955667e-15
10019	Clade A3	19	0.18331540642166	262.974648603471	0.0354255780215255	300.169239298282	11.3	1.6983146601011e-15
10020	Clade A3	20	0.128903100606501	260.043137746218	0.0445929777026795	301.045467601189	11.5	2.62492037384751e-15
10021	Clade A3	21	0.170577982482998	261.261219175717	0.0293894955613779	302.893032506319	11.9	1.11022302462516e-16
10022	Clade A3	22	0.0944933560067281	257.929923955646	0.070646035489711	300.030143380451	11.9	1.77288399768286e-15
10023	Clade A3	23	0.0453535033572641	244.332208965554	0.191039308735723	297.747292627275	13.2	1.03554709841456e-15
10024	Clade A3	24	0.179015606360496	262.068766861509	0.026301206411435	304.800336211169	13.1	6.5681679907166e-16
10025	Clade A3	25	0.161712861787895	261.879762000912	0.0405285741147917	299.535720576358	10.8	1.29473140982779e-15
10026	Clade A3	26	0.0877747492393223	258.205595539163	0.0957600066179769	298.191466340105	11.9	2.64363662067849e-15
10027	Clade A3	27	0.0846201824787513	257.151592857223	0.0743402168777232	301.822318678246	13.3	9.8052242617806e-16
10028	Clade A3	28	0.0823500184381197	257.325211521106	0.101557198394866	298.095723468234	11.9	2.9373740229761e-16
10029	Clade A3	29	0.105305760755651	260.431382081346	0.0816475797770789	297.887998618245	11.6	6.75322301446426e-16
10030	Clade A3	30	0.0806789601196259	256.787608373382	0.0992167313319959	298.288623211128	11.9	1.44755372248954e-15
10031	Clade A3	31	0.141836803722241	260.086661729497	0.0346339464310796	303.71996167127	12.5	1.28996258548478e-15
10033	Clade A3	33	0.0679118792566657	253.243715630265	0.10444623790778	299.359094033149	12.3	3.5108334685767e-16
10034	Clade A3	34	0.31038122069308	262.859160093022	0.0149874513553799	303.360743119373	11.6	9.61481343191782e-16
10035	Clade A3	35	0.134232276111041	260.989444509413	0.0505994443823107	299.58380580799	11.2	5.97873396028182e-16
10036	Clade A3	36	0.105689656180327	258.295639627552	0.0572662798133122	300.838619766484	11.7	5.32444257940492e-16
10037	Clade A3	37	0.0815568704625451	257.105524000016	0.102258355580623	298.282471835939	12.1	4.05193380867856e-15
10038	Clade A3	38	0.170777609561358	258.986017133428	0.0227746744602805	305.219526798734	11.9	1.97045039721498e-15
10039	Clade A3	39	0.0623035706212583	253.072150251172	0.188948502980143	295.06578057587	11.8	4.71027737605132e-16
10040	Clade A3	40	0.0673712623911198	254.965947330765	0.154674246994945	296.460572572616	12.2	3.84592537276713e-16
10042	Clade A3	42	0.199210599968315	259.732886966937	0.0180301368619658	307.641947629963	13.1	3.11258702565013e-15
10043	Clade A3	43	0.0792354307100583	256.20554433605	0.0878908961064966	300.915627562635	13.2	1.07640115874304e-15
10044	Clade A3	44	0.0895583785701717	257.293083655651	0.0730064626081882	300.466373175646	12.2	1.24622225431657e-15
10047	Clade A3	47	0.0424452922174321	241.409421471493	0.17089425826419	298.169295004798	12.6	7.92857827008092e-16
10048	Clade A3	48	0.0932069734073369	256.67234724707	0.0465790148793878	306.770791837686	14.6	1.18018326364207e-15
10050	Clade A3	50	0.0659295197101335	254.939202286652	0.178145597395051	295.37388896214	12	1.44755372248954e-15
10051	Clade A3	51	0.0910671014225653	258.615367510919	0.0959479817255682	297.66682933273	11.6	1.34511205549361e-14
10054	Clade A3	54	0.0409241748876819	241.56279914963	0.250543041318555	296.482221119399	13.5	7.85046229341888e-16
10055	Clade A3	55	0.0751932245574278	256.625367387012	0.125522653219622	297.333229358574	12.2	1.17756934401283e-14
10057	Clade A3	57	0.0592267197465181	252.422886248611	0.192839372232953	296.296268739209	12.9	9.8052242617806e-16
10058	Clade A3	58	0.0527903753614923	249.161289094967	0.18599445920932	296.427161629338	12.4	1.4130832128154e-15
10059	Clade A3	59	0.183910365311932	262.381426264984	0.0287089846197554	303.074700092075	12.4	1.35973995551052e-15
10060	Clade A3	60	0.0500174310750523	247.868697546384	0.219409219664406	295.876116293379	12.7	1.34607388046849e-15
10061	Clade A3	61	0.168816942588109	258.250769650556	0.0193917074165241	308.438017893815	13.1	2.22044604925031e-16
10063	Clade A3	63	0.323637490981075	263.381383436067	0.0170287076743857	300.848232509566	10.5	9.48574968053509e-16
10064	Clade A3	64	0.0433109730611202	244.358082385352	0.368656132694688	294.43219560851	13.8	7.0216669371534e-16
10066	Clade A3	66	0.0743185865512094	256.1994937279	0.115845729248324	298.123281704946	12.4	1.40871509351487e-15
10067	Clade A3	67	0.047471555895545	245.55219280338	0.188791133867661	297.341628195403	12.9	4.20421391672787e-15
10068	Clade A3	68	0.170962361872441	259.617324010784	0.0233251615806485	305.514071444116	12.4	1.41743787094347e-15
10069	Clade A3	69	0.082216703872896	256.507300955808	0.0739451420978963	301.746812799834	13.1	5.01570207504033e-15
10070	Clade A3	70	0.382690698838442	262.560334756174	0.0125228698282286	302.269007765249	10.6	1.60886601221371e-15
10072	Clade A3	72	0.0621314321140046	252.64444177535	0.141216207522291	297.531026044759	12.3	6.37774571658814e-16
10073	Clade A3	73	0.11185468693859	259.824399906845	0.0599958259452437	300.115278182445	11.8	1.38221651879586e-15
10074	Clade A3	74	0.0842316266744743	257.068328731631	0.0918435964073003	298.52262798651	11.8	1.42610729654992e-15
10077	Clade A3	77	0.054298315182071	248.286867843583	0.123662010891416	299.772798201606	12.8	9.8052242617806e-16
10080	Clade A3	80	0.0901173915845628	255.909912388775	0.0611685332966226	301.268965109291	11.7	1.05325004057301e-15
10082	Clade A3	82	0.075099440025711	254.577835586342	0.0848375918676971	300.805766070792	12.6	8.00593208497344e-16
10083	Clade A3	83	0.26690013581668	263.053441054127	0.0176986642584428	304.005335620517	12.3	1.27554914331763e-15
10086	Clade A3	86	0.208708406685838	262.537811317064	0.0268191291103902	301.257690503287	11.2	9.28879225241625e-16
10087	Clade A3	87	0.084501548999598	256.455898836295	0.0821719440428228	299.309592982556	11.7	1.05325004057301e-15
10090	Clade A3	90	0.0828638431039995	254.644704194084	0.0635557870374557	302.065586260385	12.1	1.68739290912997e-15
10091	Clade A3	91	0.0730370601059862	254.634343582374	0.10280524597214	298.692937939059	11.9	9.61481343191782e-16
10094	Clade A3	94	0.100738814324388	257.622179064112	0.0599915512314786	300.168734514366	11.3	1.28037165255344e-15
10095	Clade A3	95	0.0535367824078839	248.771280842938	0.155137424936922	298.239182018312	12.9	1.28037165255344e-15
10096	Clade A3	96	0.0491320376712916	246.998009111322	0.177795741808379	297.224916138706	12.6	6.84387435941789e-16
10097	Clade A3	97	0.0564504665695219	251.223077302493	0.201945433839702	296.13049624992	12.8	2.9373740229761e-16
10099	Clade A3	99	0.0881405242780486	257.557001613155	0.0920555431655401	298.169652962318	11.6	1.05325004057301e-15
10100	Clade A3	100	0.103794053870891	258.551663942719	0.0593871306345574	301.111878078771	12.2	1.98292172676104e-15
10101	Clade A3	101	0.0968390361211073	260.221153072877	0.106432505159809	296.667089337028	11.6	1.40569317707037e-14
10102	Clade A3	102	0.0890417635136357	258.143570450199	0.0938054454204842	297.949914287732	11.6	1.12127029198851e-15
