Clade	j	b	Tmin	c	Tmax	topt	resid
17174	Clade B1	2174	0.0263209764684501	223.558318834786	0.148338679714931	295.741716050167	7.60000000000002	1.18539381111297e-15
17175	Clade B1	2175	0.0413522814902878	245.178230396011	0.271588480123775	290.748537520542	8.89999999999998	1.32792373918119e-15
17177	Clade B1	2177	0.0266414425673934	224.766979274611	0.240414748134799	291.302624070326	7.19999999999999	3.59592736948564e-15
17179	Clade B1	2179	0.0237446502658269	221.510454502812	0.600515967311368	291.263828210682	12.2	1.83858430276897e-15
17180	Clade B1	2180	0.0654477062827545	253.964476110465	0.0922552028011051	293.572898774452	7.19999999999999	7.85046229341888e-16
17182	Clade B1	2182	0.028724561332256	228.43252280828	0.265305491809939	291.414161964746	8.19999999999999	9.74216750314852e-16
17183	Clade B1	2183	0.0114326581644414	167.503882335977	0.322835586080578	293.173042713502	8.89999999999998	4.9960036108132e-16
17184	Clade B1	2184	0.0465953688640301	247.718837125924	0.168485833951275	292.15129105962	8	2.22044604925031e-16
17185	Clade B1	2185	0.170902435300543	259.538762768852	0.0357138771574196	294.631992930507	6.5	1.14842362650565e-15
17190	Clade B1	2190	0.0402880149571459	241.750321372396	0.225386297698548	291.164519593285	8	2.99400205964457e-15
17192	Clade B1	2192	0.040626956072405	244.789524170977	0.262389685211205	290.789063990458	8.80000000000001	4.86293209917042e-15
17195	Clade B1	2195	0.135580321935295	261.502119618841	0.0544319455329555	294.625887150538	8.19999999999999	1.3334236103573e-15
17199	Clade B1	2199	0.0781802628273697	254.663522328708	0.0767726659353444	295.043225645795	7.69999999999999	8.81212206892831e-16
17200	Clade B1	2200	0.0444034257915127	244.526442765176	0.117276338572801	295.137214516018	8	1.00534970772086e-15
17207	Clade B1	2207	0.0712626268527811	254.216284720415	0.143585556907627	291.681441059505	7.69999999999999	3.3417528618279e-15
17208	Clade B1	2208	0.0786255616340185	256.245136492003	0.089650234485564	293.969916409594	7.89999999999998	9.67869993826625e-16
17211	Clade B1	2211	0.041406309483193	249.450583818878	0.430582720153488	291.675149676032	12.2	2.78719052518488e-15
17223	Clade B1	2223	0.1168839137313	260.038616866805	0.0876762158644345	290.718532994178	6.39999999999998	3.1313714448878e-15
17227	Clade B1	2227	0.0564900442739177	248.12064128955	0.0788875939219302	296.647449006633	7.60000000000002	1.85775845048325e-15
17231	Clade B1	2231	0.0989614548886638	259.554824634453	0.0884689955561851	292.929143306402	7.89999999999998	1.65419505046575e-15
17234	Clade B1	2234	0.0944511842100221	258.02129232604	0.0765859309060472	294.206744564566	8	3.38754497839319e-15
17237	Clade B1	2237	0.080598140050017	256.008297368945	0.125535772052791	291.554937815172	7.39999999999998	4.70053600071185e-15
17240	Clade B1	2240	0.0260745068291152	224.4897628436	0.307062170580087	291.82471313602	9.30000000000001	8.40036148998055e-16
17241	Clade B1	2241	0.00962000550823133	146.463370410549	0.572990615967355	292.471665759355	11.8	4.83934996913313e-16
17247	Clade B1	2247	0.0528944625033069	251.235225946916	0.159189201114411	293.652067968067	9.39999999999998	1.14976446015147e-15
17250	Clade B1	2250	0.0423584237064804	243.63976587922	0.169893459180038	294.260262956709	9.30000000000001	9.15513359704447e-16
17254	Clade B1	2254	0.0581911413282514	249.329203871297	0.0971419746111698	294.351846722709	7.10000000000002	1.93653576979895e-15
17257	Clade B1	2257	0.0167023844700006	199.826273632512	0.30995673850286	291.336572281691	7.80000000000001	1.24126707662364e-16
17264	Clade B1	2264	0.0369946221686329	239.646497707417	0.134109354841967	293.64960222624	6.80000000000001	4.6111025347562e-16
17265	Clade B1	2265	0.0527359087319209	249.706433880323	0.112704323565393	293.678275266418	7.39999999999998	2.11525895502192e-15
17266	Clade B1	2266	0.112197704138208	257.263978215688	0.0642006586288025	293.150704054232	6.39999999999998	8.32667268468867e-16
17267	Clade B1	2267	0.053978321129837	248.604660206914	0.124140333358557	292.640685499093	6.89999999999998	6.00444906373008e-16
17270	Clade B1	2270	0.0510931024684308	248.157260145285	0.163730942316951	292.826424817199	8.39999999999998	2.58231288566013e-15
17271	Clade B1	2271	0.0992964352103859	260.19209603423	0.118551698224222	290.52558264252	7.30000000000001	3.22398066322729e-15
17273	Clade B1	2273	0.0217247281243967	217.326926136931	0.247668138482578	292.601450181396	8.19999999999999	9.75796989391261e-16
17277	Clade B1	2277	0.0581271133779708	250.773663007084	0.13665300149755	293.180015758944	8.19999999999999	1.13764006725687e-15
17278	Clade B1	2278	0.00909245585763511	131.933835221542	0.402681790254697	292.220833331843	9	1.01146131238842e-15
17279	Clade B1	2279	0.0538085683352176	251.025171235475	0.121268057779189	294.138408278115	8.39999999999998	2.55592534542023e-15
17283	Clade B1	2283	0.0232800729094262	223.993931413487	0.284324092818496	292.085086209312	9	2.30019884862605e-15
17284	Clade B1	2284	0.0172983765646827	201.392283251434	0.369097813026048	291.253902743866	9	5.87474804595221e-16
17287	Clade B1	2287	0.0452936006896345	240.874975706946	0.0867138702861988	297.616192292324	7.39999999999998	1.37775054098631e-15
17295	Clade B1	2295	0.0338162644249576	237.602453877805	0.231411518396045	292.137205217349	8.69999999999999	1.28637436550077e-15
17301	Clade B1	2301	0.0208748081328733	221.596670202458	0.748086637954579	290.75511204613	12.6	6.71960135425978e-15
17303	Clade B1	2303	0.023662186791903	215.919787430304	0.186998022817233	294.039559741605	7.30000000000001	4.6111025347562e-16
17307	Clade B1	2307	0.0605859655038375	255.091773667518	0.223389657298624	291.443062273285	9.60000000000002	4.34727102424993e-15
17312	Clade B1	2312	0.0328961161125659	237.598840797332	0.305437259421805	292.263651677052	10.4	2.77555756156289e-16
17315	Clade B1	2315	0.0702751952763372	254.277284862944	0.11515819901517	292.196265407196	7.19999999999999	1.95868640910672e-15
17316	Clade B1	2316	0.0405728467895064	245.019982929504	0.317128632920396	292.359929650395	11.2	1.43042230579539e-15
17319	Clade B1	2319	0.189458711711775	259.796066542985	0.0315998620169602	295.313052705263	6.80000000000001	9.48574968053509e-16
17321	Clade B1	2321	0.0357770123926923	244.361914034736	0.296066476185505	291.527756601588	10	3.02417598954696e-14
17324	Clade B1	2324	0.00952809639946898	149.005369184496	0.847412538491441	290.424165629229	11.8	2.30638646076445e-15
17328	Clade B1	2328	0.0471565791075969	247.122002396329	0.200586007879822	292.536016062697	9.19999999999999	5.68820033628436e-16
17330	Clade B1	2330	0.0934535375461594	257.934107244646	0.0980926395725063	291.728240933123	7	3.16169998313368e-15
17338	Clade B1	2338	0.0292346274067231	231.641803772236	0.253107869648835	291.443228680195	8.19999999999999	4.2483261050491e-15
17339	Clade B1	2339	0.0731958141791591	252.535359750334	0.076040408867239	294.875938410972	7	4.29987528494926e-16
17345	Clade B1	2345	0.075589460731487	252.963922712848	0.0762799687094341	293.953389005875	6.5	2.16208629823527e-15
17347	Clade B1	2347	0.0379382213807381	241.896799635902	0.230260679614144	290.433487576818	7.5	3.66733507886031e-15
17350	Clade B1	2350	0.0187149776052446	209.718570135713	0.56811055330101	291.651599792013	12	2.50046775053363e-15
17351	Clade B1	2351	0.140492134382322	259.135799150198	0.0565838919839585	292.213251195223	5.89999999999998	2.75997067303991e-15
17360	Clade B1	2360	0.0391141323481445	242.066301191888	0.181479664280747	292.836124291256	8.30000000000001	2.17841487852295e-15
17364	Clade B1	2364	0.120805351883835	259.816062906578	0.0634987973864315	294.117584152405	7.80000000000001	1.4432899320127e-15
17368	Clade B1	2368	0.0471668990918489	247.40205288578	0.142126049856172	293.164955869587	7.89999999999998	3.00427663363019e-15
17372	Clade B1	2372	0.0495651018147159	246.730753894219	0.146130236243369	292.419620908365	7.30000000000001	1.82428258334644e-15
17377	Clade B1	2377	0.043713296047903	243.590713630265	0.10589947681783	295.859971720218	7.80000000000001	9.86787808944854e-16
17380	Clade B1	2380	0.0191196548705139	210.621090065654	0.396638739006422	290.255531837521	8.69999999999999	2.98991455109711e-15
17382	Clade B1	2382	0.0426931804405773	247.198754480922	0.214968875492933	292.456698862879	9.5	4.87108375157426e-16
17386	Clade B1	2386	0.0325004728491797	237.597996891312	0.427425629290299	291.222052156251	11.1	5.34984670037842e-15
17389	Clade B1	2389	0.0676274110697438	252.273516890015	0.0923962792049774	293.436561056019	6.80000000000001	4.57756679852224e-16
17393	Clade B1	2393	0.0397097769463823	240.317996075917	0.254433780206445	290.628971744965	8.10000000000002	1.12654817746664e-14
17394	Clade B1	2394	0.00887874390111416	138.933671853695	0.460377523366009	292.397640198509	10.3	2.44753191991893e-15
17395	Clade B1	2395	0.0176719436503747	208.556649546663	0.447436891516796	291.016407677826	10.1	2.34464804038025e-15
17396	Clade B1	2396	0.0192479680862032	212.151625220564	0.277748660250319	292.753005637786	8.89999999999998	2.66973435723262e-15
17397	Clade B1	2397	0.169809554846169	258.847321541068	0.0380513298373568	294.129869378657	6.10000000000002	4.33840156745633e-15
17401	Clade B1	2401	0.282892708738209	262.10703829214	0.024461578390069	292.983540339771	5.89999999999998	3.37661150723213e-15
17402	Clade B1	2402	0.265464681368496	263.285017577716	0.0265377788694272	292.989003314538	6.5	1.71096858985447e-15
17410	Clade B1	2410	0.0727263738077594	255.865560251891	0.116656152964874	292.472243807963	7.80000000000001	3.72380122987091e-16
17418	Clade B1	2418	0.00946937315419258	137.090831219063	0.407955250824131	292.03860988329	9	8.32667268468867e-16
17424	Clade B1	2424	0.035830536963546	238.181048258051	0.209246070012017	292.149879835129	8.10000000000002	1.86850897862044e-15
17427	Clade B1	2427	0.0950644602470041	257.182727741806	0.0924107751955889	292.127323202332	6.89999999999998	2.1960256329892e-15
17428	Clade B1	2428	0.0250449233014571	221.391006541959	0.231429873976314	291.971787244673	7.39999999999998	3.81858622986893e-15
17431	Clade B1	2431	0.0331717417053735	237.514399473542	0.262205392723768	290.808798880066	8.19999999999999	4.31998393065441e-15
17432	Clade B1	2432	0.109049266193998	254.700192131365	0.0398079272105149	297.180539006437	6.80000000000001	1.74131677314705e-15
17433	Clade B1	2433	0.0485188881901549	246.92524892956	0.129242074040299	293.87711084686	7.89999999999998	1.85111170842112e-15
17435	Clade B1	2435	0.269717942376805	262.504305424596	0.0337032192114111	291.528750804437	5.60000000000002	1.96496930065269e-15
17438	Clade B1	2438	0.012013606537694	175.334026184932	0.594815103354205	291.287944145582	11.2	3.11060637828084e-15
17446	Clade B1	2446	0.168387920513183	259.284424277988	0.033145689224843	295.74922259653	7	2.21766875479348e-15
17451	Clade B1	2451	0.0975720921193275	259.119252824711	0.0769486472604433	294.653211910901	8.60000000000002	1.34607388046849e-15
17453	Clade B1	2453	0.083817478327351	256.617131423801	0.113592722357729	292.527022145523	7.89999999999998	8.47340948655004e-16
17455	Clade B1	2455	0.0501165565913594	248.323895321048	0.138753804604133	293.34487112969	8	1.05325004057301e-15
17458	Clade B1	2458	0.0731116543702357	251.767265501406	0.0669582335705722	295.669757889014	6.89999999999998	1.28157444441337e-15
17464	Clade B1	2464	0.0465648005814547	243.86575405548	0.126916350068223	293.387292744747	6.89999999999998	2.57514309981293e-15
17467	Clade B1	2467	0.128799337042499	260.39657839004	0.0775393098460656	291.085346200957	6.39999999999998	4.24651236372703e-15
17482	Clade B1	2482	0.0504819931280096	247.656246781635	0.148063263140267	291.990649998874	7.10000000000002	5.66104886700368e-16
17486	Clade B1	2486	0.0893544144058024	256.685261667308	0.0939317086320538	292.521288907417	7.10000000000002	3.93307377420234e-15
17487	Clade B1	2487	0.110322107641533	255.728098272192	0.0518544790801833	294.295013576133	6	2.0777787570717e-15
17492	Clade B1	2492	0.0619224136106352	252.86349357112	0.185794534842979	290.223677687411	7.5	4.99103308293403e-15
17493	Clade B1	2493	0.0356741658254121	236.323833753124	0.137201429751416	294.114753496108	6.89999999999998	2.43490918532944e-15
17494	Clade B1	2494	0.0230594861773171	219.722590562413	0.176466066615714	294.789621064851	7.80000000000001	1.68739290912997e-15
17498	Clade B1	2498	0.118197302811901	260.08182421908	0.0750583902397204	291.350019344528	6.39999999999998	2.61448093483567e-15
17500	Clade B1	2500	0.0300382635481544	231.77943691319	0.216847419581149	293.481218993223	9.10000000000002	9.8052242617806e-16
17501	Clade B1	2501	0.152917488645904	255.730664706979	0.0209668498475935	301.294352026014	8	4.15407418105522e-16
17502	Clade B1	2502	0.0652910292367717	253.255572934433	0.137852600994656	290.887714593538	6.69999999999999	1.34636000522047e-15
17503	Clade B1	2503	0.0362777434982632	242.249632918924	0.316684610440247	291.118999191396	9.80000000000001	3.68219320629515e-16
17504	Clade B1	2504	0.0287110720535065	228.93699602843	0.220578402091952	292.196821194249	7.80000000000001	4.44089209850063e-16
17508	Clade B1	2508	0.108154412145217	260.925082958342	0.0854453930517753	293.012247112095	8.19999999999999	4.04127281044027e-16
17510	Clade B1	2510	0.0147922441513175	186.631764983018	0.390483973505139	290.307713132378	8	4.71487501245682e-15
17512	Clade B1	2512	0.0516048032921592	246.422519440186	0.0839058348254646	296.409519574466	7.39999999999998	1.75892406392762e-15
17519	Clade B1	2519	0.0305762077031758	236.238378570671	0.290183120859125	292.407792028614	10.2	3.42667508374772e-14
17522	Clade B1	2522	0.0907500928833636	254.330934925871	0.0527463291052157	296.357510267562	7.10000000000002	5.79553433516819e-16
17525	Clade B1	2525	0.0199340657521567	209.476505036511	0.32430152353813	291.306102616465	8.5	6.59158399365251e-16
17527	Clade B1	2527	0.0347760657638896	236.676089595253	0.232911793966679	291.495825903173	8.10000000000002	1.10605185261577e-15
17529	Clade B1	2529	0.166154402567164	259.091938722308	0.0293823842625016	296.875572724931	7.39999999999998	1.365393784286e-15
17535	Clade B1	2535	0.0400243148532649	241.519742586987	0.20441035668449	292.25206220942	8.39999999999998	1.01298345216964e-15
17537	Clade B1	2537	0.0604322077776841	252.476360934243	0.185765929993468	291.230107682619	8.30000000000001	4.691923873671e-15
17538	Clade B1	2538	0.0274345627622293	227.003658488872	0.133047285104488	296.349169192818	7.60000000000002	4.15407418105522e-16
17551	Clade B1	2551	0.13012287021629	255.163064600809	0.035088802099397	296.382172829139	6	1.11714036896127e-15
17558	Clade B1	2558	0.0222962321659532	220.603603046966	0.227141200666756	292.25738468591	7.5	2.48501544737316e-15
17559	Clade B1	2559	0.0265113527382917	228.28525442358	0.325068919369501	292.278794217305	10.2	1.95553739355076e-15
17560	Clade B1	2560	0.0111872962592367	164.730498306086	0.495444843041091	293.160236285085	11.9	2.22044604925031e-16
17563	Clade B1	2563	0.0203008761459007	219.536745376394	0.449002692191272	290.521438801282	10	6.64118486946593e-15
17566	Clade B1	2566	0.152616899356244	258.671709154847	0.0381287294017474	294.300729302941	6.19999999999999	2.56374993207309e-15
17571	Clade B1	2571	0.0226782479869688	220.687773297273	0.284554219453451	292.300402777573	9.10000000000002	1.79362018808454e-15
17573	Clade B1	2573	0.0656736333460876	254.644860053738	0.163931809828346	291.817211412631	8.5	2.80921528903022e-15
17576	Clade B1	2576	0.030996184524282	237.027231933132	0.283876040615627	291.381251985196	9.10000000000002	1.08353444527549e-15
17578	Clade B1	2578	0.072803724356499	248.938900679205	0.0492799772424243	298.5150442703	6.80000000000001	1.19574679205636e-15
17579	Clade B1	2579	0.0231235056835308	219.909586487595	0.379528242094584	291.117235765499	9.69999999999999	3.02013314551163e-15
17584	Clade B1	2584	0.0282478141882954	230.909579784304	0.335812302501414	292.010377475308	10.3	5.20740757162067e-16
17588	Clade B1	2588	0.0301895555399949	230.737631364697	0.205896789010301	292.022386328439	7.30000000000001	1.0778315928077e-15
17592	Clade B1	2592	0.253808635680933	259.889011601086	0.020762002854974	295.142351162258	6	1.21745459266472e-15
17598	Clade B1	2598	0.171745989670739	259.479126646169	0.0308883226511102	295.614039715793	6.80000000000001	7.7715611723761e-16
17603	Clade B1	2603	0.0091669178175794	142.594487482701	0.793840092184388	291.34988112009	12.4	1.14304456355485e-15
17605	Clade B1	2605	0.0566870926933978	249.902299799829	0.0976795493112432	294.646994827678	7.5	1.13356978563085e-15
17612	Clade B1	2612	0.0913017571309007	258.249764170301	0.115615351125076	291.359424008561	7.39999999999998	3.55975401707622e-15
17613	Clade B1	2613	0.0737220325933803	255.331884644371	0.141743113734056	291.180699150823	7.5	1.35092975957351e-15
17614	Clade B1	2614	0.0330190262912417	239.450628138273	0.366243620248651	291.39802883611	10.6	2.05990505933501e-15
17620	Clade B1	2620	0.0925431803179976	256.118065578749	0.0675365363757664	293.98886214823	6.80000000000001	7.52989890787122e-16
17634	Clade B1	2634	0.262740716172319	260.834386517886	0.0225591613291779	294.318012424395	6.10000000000002	2.58231288566013e-15
17637	Clade B1	2637	0.0216863994589264	217.833977118495	0.302130740203175	292.673566686587	9.69999999999999	1.80731214395321e-15
17644	Clade B1	2644	0.0336527924201027	239.449939164225	0.23728115061985	292.729073017315	9.5	3.5108334685767e-16
17645	Clade B1	2645	0.184434491472998	257.59896331722	0.0209464228269469	299.310902118057	7.60000000000002	3.50907761276866e-15
17654	Clade B1	2654	0.0225769183007912	221.627028258541	0.374896522678825	290.77328686353	9.30000000000001	4.4008125977776e-15
17656	Clade B1	2656	0.0987908114547083	256.554226349698	0.0568157514002548	294.781340938153	6.89999999999998	1.66533453693773e-16
17657	Clade B1	2657	0.0157620008555209	195.941498431278	0.331719105881235	290.99128000589	7.80000000000001	1.63263193740412e-15
17658	Clade B1	2658	0.0257581007510884	221.432906189869	0.175416465918209	294.042304811087	7.19999999999999	1.06633439369e-15
17662	Clade B1	2662	0.0177332316719045	203.251783109531	0.325992230592194	291.7723516508	8.69999999999999	1.66533453693773e-16
17665	Clade B1	2665	0.0330432095085055	237.581301456508	0.30170127151838	291.477302606611	9.60000000000002	3.70555125878772e-15
17673	Clade B1	2673	0.0372580751127349	245.237474468702	0.252024422237429	293.062693207572	10.7	2.85707218604831e-15
17674	Clade B1	2674	0.0204101820061666	215.899674678497	0.361979528517391	292.216701234453	10.3	2.2698563362523e-15
17683	Clade B1	2683	0.0485513185250248	248.866436305356	0.236460573785045	291.120062529679	8.89999999999998	2.11234336582771e-15
17688	Clade B1	2688	0.227812429920165	262.993828667853	0.0372239764077366	292.988547479609	6.89999999999998	3.52309995679754e-15
17690	Clade B1	2690	0.0500406933447031	247.227821491097	0.133687318066334	293.455901190115	7.69999999999999	1.77722398948334e-15
17691	Clade B1	2691	0.0142595210835537	185.137187698837	0.513381722679241	291.084654818708	10.4	5.11185069084045e-15
17699	Clade B1	2699	0.0166849636925732	207.989005605803	0.570882788170507	291.025486518185	11.4	6.11127102013626e-15
17700	Clade B1	2700	0.00731405239930707	103.816220303178	0.650921543782219	290.723953339065	10.4	6.88696318607943e-15
17703	Clade B1	2703	0.00711540163166401	97.0265672745152	1.04344335765716	290.970122019907	12.9	6.93978202549078e-15
17705	Clade B1	2705	0.0400175702174631	243.719357336843	0.251010239575855	291.932758186954	9.5	2.1511699202379e-14
17706	Clade B1	2706	0.0205069507012593	213.740370816178	0.443817522016569	291.803556308881	11	1.61364719961073e-15
17707	Clade B1	2707	0.0763534646705853	255.152694105238	0.0936215303772005	293.051666367906	7.19999999999999	3.66709875019605e-15
17711	Clade B1	2711	0.0482318961380747	247.780441909242	0.0977021134573302	297.881122717459	9.69999999999999	7.10889595793335e-16
17712	Clade B1	2712	0.298996791320103	261.999165602508	0.0202289883650459	295.301503861385	7	1.543369740282e-15
17718	Clade B1	2718	0.200332184688149	260.314147586356	0.0300573467273151	294.342441362253	6.30000000000001	2.51030730748947e-15
17720	Clade B1	2720	0.627290381250811	265.441803354274	0.0135540702133339	292.61127261686	6.60000000000002	7.92857827008092e-16
17723	Clade B1	2723	0.0789435532119424	254.541370076881	0.0913074154720624	292.688502771995	6.60000000000002	1.39552870259424e-15
17725	Clade B1	2725	0.0202600587043129	215.758910880013	0.235047071250647	294.673389149065	9.69999999999999	1.24622225431657e-15
17736	Clade B1	2736	0.0157981723008926	193.590017773486	0.439299458226763	291.450594151656	10	1.9618303700533e-15
17737	Clade B1	2737	0.0325125243632891	234.507331224554	0.244622881649983	290.469270725102	7.19999999999999	3.41227118863403e-15
17744	Clade B1	2744	0.016602519128682	196.299892586481	0.263238063171492	294.021508666905	9	1.57009245868378e-15
17745	Clade B1	2745	0.0680664170309146	252.084275779575	0.104828733306342	293.318775998575	7.19999999999999	6.47365704913894e-16
17748	Clade B1	2748	0.0642630212135198	253.414581891439	0.1331696808041	292.497309176451	7.89999999999998	7.42543353561752e-15
17750	Clade B1	2750	0.0296549219013072	229.726131629626	0.244305786205083	291.311465542932	7.69999999999999	2.37873541542764e-15
17754	Clade B1	2754	0.0283660926501933	232.822828653668	0.227121759069461	294.197178504815	10.1	3.03844331548486e-15
17758	Clade B1	2758	0.0553503345812492	245.801769299883	0.070522014510186	296.68443902378	6.39999999999998	1.13220977340074e-15
17761	Clade B1	2761	0.0314036352086623	238.172061352609	0.253311518040923	292.24600820346	9.39999999999998	2.74656251807461e-14
17762	Clade B1	2762	0.0152338918356882	195.816178423051	0.523442940902814	291.186062579098	10.8	5.50120830128466e-15
17764	Clade B1	2764	0.0477892814413052	245.387983080498	0.144434693283628	293.171234319451	7.69999999999999	2.32352465450795e-15
17768	Clade B1	2768	0.0390833495069029	240.007383142395	0.103187215483034	296.893054158062	7.89999999999998	1.26584900905684e-15
17769	Clade B1	2769	0.0145364510499043	192.707436639381	0.408614019737532	291.125038836432	9.19999999999999	4.91140380822645e-15
17770	Clade B1	2770	0.0140080977183625	182.767673101289	0.531552874882364	290.560305221556	10	6.97637373128913e-15
17773	Clade B1	2773	0.0249335176540445	226.627570974229	0.299148682870847	291.174539108451	8.60000000000002	5.82867087928207e-16
17774	Clade B1	2774	0.0592823641330909	248.903475178707	0.0943818018149137	294.851038615323	7.30000000000001	1.69468189731001e-15
17777	Clade B1	2777	0.0195325713663234	210.024119924084	0.327106270789311	290.485631639785	7.80000000000001	3.03187582720101e-15
17779	Clade B1	2779	0.0502838392174457	245.589153965616	0.120303714093622	293.931873173922	7.30000000000001	3.05109406265853e-15
17782	Clade B1	2782	0.0334535392597859	236.342665935934	0.200342062694643	292.463636659752	8	2.70413956977991e-15
17785	Clade B1	2785	0.144218758437101	257.308276595901	0.0306587185177576	297.165573725197	7	1.04885231764724e-15
17790	Clade B1	2790	0.1607136914037	261.265955112091	0.0417558553837774	294.626542932363	7.5	1.00074151062168e-15
17791	Clade B1	2791	0.0772793699464001	256.695097447242	0.121917467146942	292.987752326672	8.60000000000002	8.25232590446673e-16
17794	Clade B1	2794	0.0973058384812155	253.151599278828	0.0441412107067501	296.97262991035	6.5	8.1773032027145e-16
17805	Clade B1	2805	0.040628665476783	243.570839340646	0.171924871258899	292.837272254933	8.10000000000002	4.66723023248237e-15
17806	Clade B1	2806	0.0461672511905661	245.121554377908	0.132720595751207	294.220975654532	8	2.09255688609864e-15
17810	Clade B1	2810	0.0919393524777344	255.558780942204	0.068988995657615	294.903755130099	7.39999999999998	2.75326356549971e-15
17811	Clade B1	2811	0.0666655547029997	253.054784644645	0.105869386875001	292.456166472012	6.80000000000001	3.28032860934394e-15
17812	Clade B1	2812	0.0264761389574876	226.045180285863	0.247574723016606	291.563928074708	7.80000000000001	1.12811989932413e-15
17814	Clade B1	2814	0.10549204367418	254.991900359328	0.0447137648320986	296.130087271325	6.60000000000002	1.7244233337942e-15
17815	Clade B1	2815	0.0108057803951021	162.37416053205	0.565294441687879	290.562757832799	10.1	7.63601235097811e-15
17823	Clade B1	2823	0.0425996018224471	245.429948228079	0.171436772527875	291.550081040443	7.19999999999999	3.96904731303493e-15
17824	Clade B1	2824	0.0406280517747913	244.093369265156	0.209800542172276	291.405625769781	8.10000000000002	3.56137673403932e-15
17825	Clade B1	2825	0.0917265577285186	256.865836021086	0.0790731220348077	292.969255742651	6.89999999999998	9.99200722162641e-16
17831	Clade B1	2831	0.0210355700381244	215.057470287524	0.383482201609194	290.234658470361	8.69999999999999	7.02409392991928e-15
17834	Clade B1	2834	0.0389383773832509	242.645170762927	0.312942162358997	290.18313929857	8.89999999999998	4.316884378216e-15
17835	Clade B1	2835	0.277062904262449	263.209377748555	0.0287588186258534	292.041569601703	6	2.62624071951517e-15
17842	Clade B1	2842	0.0285802978913824	230.122880015546	0.283079070295464	291.214379854533	8.5	4.29700774526057e-15
17845	Clade B1	2845	0.154371150269166	259.842236862196	0.0409464396192231	294.460247926673	6.80000000000001	8.575529662737e-15
17846	Clade B1	2846	0.0369992446633145	239.772962505845	0.190635819634429	293.017782607466	8.5	2.08000216996798e-15
17855	Clade B1	2855	0.337541119706247	263.450188531709	0.0235241354476695	292.131180813003	5.89999999999998	1.14439169963056e-15
17861	Clade B1	2861	0.0217635247186923	218.150081674547	0.236125269396192	292.420169920399	7.69999999999999	2.37857348102428e-15
17865	Clade B1	2865	0.0755332785196655	255.674296612451	0.110315868474089	293.063093487482	8	2.09182045922871e-15
17866	Clade B1	2866	0.0410083332728202	242.346137902372	0.176709096953501	291.574635865011	7.10000000000002	1.77722398948334e-16
17867	Clade B1	2867	0.0211338313306751	215.359633890557	0.79563691689876	291.611045873851	13.5	1.77982290482175e-15
17872	Clade B1	2872	0.0213448953594214	214.288380567637	0.477141374178664	292.000048384375	11.6	3.28079826767684e-15
17877	Clade B1	2877	0.280953831115757	262.612601113606	0.0274608741045123	291.982284089027	5.69999999999999	1.33255671876473e-15
17880	Clade B1	2880	0.0183589709179064	209.748113356701	0.345713301660624	291.341750992114	8.89999999999998	2.00148302124336e-16
17881	Clade B1	2881	0.421038849368622	262.931991112877	0.0160476913636457	293.788460099321	6.30000000000001	3.3181555578473e-15
17882	Clade B1	2882	0.0553859192485689	250.039309098201	0.0999493006181553	296.253001632767	8.89999999999998	9.61481343191782e-16
17886	Clade B1	2886	0.0216189290081545	216.763989023098	0.414371876048802	292.057411770993	10.9	9.01949448976587e-16
17888	Clade B1	2888	0.0586629709307763	252.137065271391	0.125427619060983	293.200711780142	8	2.06588014094771e-15
17894	Clade B1	2894	0.0848203644650347	257.971039432992	0.0970744386843116	292.816145331587	7.80000000000001	4.19100001107273e-16
17895	Clade B1	2895	0.0452064579013521	244.603531044112	0.107658965019016	295.402271067006	7.69999999999999	2.55411626744525e-15
17898	Clade B1	2898	0.0342160648802799	240.097664652708	0.434152789464266	292.077699998799	12.1	2.9373740229761e-16
17899	Clade B1	2899	0.00909256922689135	138.229359020356	0.480947609869768	291.993056085529	10.1	1.11576033091875e-15
17904	Clade B1	2904	0.177345249439315	262.618678660267	0.0523171308218142	292.365239681149	7	2.52255278165897e-15
17905	Clade B1	2905	0.0430924357896506	245.339366062801	0.163672470506576	292.314143103496	7.60000000000002	3.03235221016333e-15
17907	Clade B1	2907	0.0878452710145896	257.759547492891	0.106269126474019	291.92333054073	7.39999999999998	1.12811989932413e-15
17909	Clade B1	2909	0.0505549760306457	248.319457179413	0.134653442362412	293.303865882212	7.80000000000001	2.43047574055462e-15
17915	Clade B1	2915	0.0584002000086538	251.312033288193	0.106599234079273	295.972140087277	9.30000000000001	8.67111901826273e-16
17918	Clade B1	2918	0.0129251092816806	179.071849038675	0.60964647932815	290.931290823135	11.1	1.92296268638356e-16
17919	Clade B1	2919	0.287009667089963	260.690354362579	0.0153587110627381	297.65485504719	7.39999999999998	2.11015403026018e-15
17920	Clade B1	2920	0.133117370992137	255.668113463002	0.0256055670228808	299.170820987668	7.19999999999999	9.01949448976587e-16
17922	Clade B1	2922	0.0542182540820008	249.616259522031	0.129535271175233	292.651146188104	7.30000000000001	1.08920743926147e-15
17930	Clade B1	2930	0.0276303361429696	227.851397993752	0.248294691837942	291.457816551658	7.80000000000001	2.45570190411322e-15
17933	Clade B1	2933	0.103981294173584	259.864193988094	0.0688851049871196	294.850916888568	8.60000000000002	1.14976446015147e-15
17942	Clade B1	2942	0.0404634610151049	244.745875132285	0.255054960133098	291.041285848954	8.80000000000001	2.83922038158844e-15
